,关键词,词频占比
292,设有,0.005000725863419524
293,每个,0.004975366573514497
294,玩耍,0.004972867171671757
295,园区,0.004937635814465904
296,封闭,0.0049338148835760785
297,六层,0.004913117128371032
298,遛弯,0.004898218516209142
299,负责,0.00484839606081784
300,和睦,0.004844626249895966
301,采用,0.004842823857556883
302,装修,0.004835874618012953
303,便利店,0.00482531645546681
304,房龄,0.00482531645546681
305,0.55,0.004814323445694341
306,北边,0.0047834207051421235
307,人工湖,0.004774887994892275
308,国企,0.00473452712156873
309,保利,0.0046879208013584795
310,绿树成荫,0.004670686311430297
311,福利,0.0046324880970219475
312,看房,0.004613726635457077
313,1994,0.004613726635457077
314,1.5,0.004613726635457077
315,首套,0.004596677299078462
316,里面,0.004575024808677093
317,占地面积,0.004566932637091415
318,银行,0.004545360827250487
319,需要,0.004519729510319484
320,层高,0.00449804677394456
321,满足,0.004464159677089067
322,空间,0.004428035420749715
323,单独,0.004414542247689442
324,底商,0.0044131298252198135
325,明厨,0.0044131298252198135
326,半人车,0.0044131298252198135
327,商圈,0.0044037249851869254
328,每天,0.004392588545263944
329,望京,0.004384753696687698
330,金融街,0.004372926455938487
331,优雅,0.004350887113203907
332,公交站,0.004318124902986777
333,南边,0.004295957581251091
334,大型,0.004241065266928149
335,别墅,0.0042270751764547955
336,直达,0.004218944927738104
337,28,0.004212533014982549
338,卧朝北,0.004212533014982549
339,800,0.004212533014982549
340,2.5,0.004212533014982549
341,进门,0.0042032193324006645
342,落地窗,0.004184610082539097
343,家庭,0.0041674808570771535
344,年轻人,0.004143196224324619
345,执勤,0.004136649492393449
346,东侧,0.004134010065245821
347,三个,0.0040979300964116725
348,五环,0.0040868505225015095
349,院内,0.004085958571333647
350,长城,0.004047855141722264
351,方佳,0.004011936204745285
352,22,0.004011936204745285
353,450,0.004011936204745285
354,板塔,0.004011936204745285
355,本楼,0.004011936204745285
356,1995,0.004011936204745285
357,17,0.004011936204745285
358,80,0.004011936204745285
359,1996,0.004011936204745285
360,阳光,0.00398983040560239
361,园林设计,0.003989119210772535
362,出门,0.003924354684586214
363,顺天,0.003923133593645212
364,品质,0.003914346792273307
365,四个,0.003914075906166857
366,三环,0.003898719355715149
367,小区业主,0.003892238592858581
368,上下水,0.003892238592858581
369,公里,0.003871061748901604
370,假山,0.0038710017524288547
371,一区,0.003863802769397275
372,保障,0.0038629967979173095
373,结合,0.00385175639473119
374,朝阳,0.0038459603530981946
375,路面,0.003823801928492013
376,地暖,0.0038113393945080204
377,2019,0.0038113393945080204
378,有个,0.0038113393945080204
379,目前,0.003810434926195718
380,餐厅,0.0038090750659990603
381,风格,0.003791746920239613
382,出售,0.0037899836909329487
383,东南,0.0037657439119784886
384,三户,0.0037345086682663265
385,地图,0.0037220362567313243
386,二环,0.003697626663215652
387,和谐,0.003666323918048191
388,重新,0.00364146778129455
389,收费,0.003628428845276864
390,刚需,0.003610742584270756
391,明卫,0.003610742584270756
392,一居,0.003610742584270756
393,主要,0.0035980770362245788
394,组成,0.0035948501801182967
395,门禁卡,0.003569778440588294
396,回迁,0.003569778440588294
397,大门,0.00356316395680247
398,所在,0.0035157235956560845
399,米左右,0.0035063712148056918
